name,align_cutoff_head_slv,align_cutoff_tail_slv,align_filter_slv,align_quality_slv,aligned_slv,lca_tax_slv,nearest_slv,turn
RRZT010038663.1_4901-5639(-),0,0,,99,2020-12-10 20:48:44,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;Kouleothrix;,X84565.2.1.1398~0.972 HQ385592.1.1.1334~0.966 AB079639.1.1.1491~0.965 EU015112.1.1.1442~0.963 HQ385596.1.1.1334~0.958 DQ812549.1.1.1330~0.958 AY921852.1.1.1334~0.951 HM241126.1.1.1404~0.950 EU881212.1.1.1455~0.943 AB166782.1.1.1440~0.943 ,turn-check disabled
RRZT010205879.1_814-1464(-),0,0,,95,2020-12-10 20:48:45,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;,FP929061.1.44196.45716~0.958 CP012098.1.1412687.1414227~0.958 CP012098.1.1469166.1470706~0.958 FR749932.1.1.1616~0.957 CP012098.1.2252006.2253546~0.957 CP012098.1.1923901.1925441~0.957 FR749934.1.1.1515~0.954 FR749933.1.1.1618~0.954 CP012098.1.357627.359167~0.954 CP012098.1.366438.367978~0.954 ,turn-check disabled
RRZT010347807.1_62-704(-),0,0,,99,2020-12-10 20:48:45,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;,AM084342.1.1.1363~0.970 AM084341.1.1.1492~0.961 CP002455.1.378282.379790~0.958 CP002455.1.812901.814408~0.958 CP002455.1.1584417.1585924~0.958 CP002455.1.1342941.1344448~0.958 CP002455.1.2060318.2061826~0.958 EU276091.1.1.1484~0.958 HE576036.1.1.1477~0.955 AB546058.1.1.1480~0.950 ,turn-check disabled
RRZT012322121.1_0-524(+),0,0,,99,2020-12-10 20:48:45,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;,AB616326.1.1.1493~0.971 JN680653.1.1.1465~0.968 LC028689.1.1.1513~0.968 AB298726.2.1.1484~0.968 FOXT01000003.1.67.1480~0.968 FPLP01013033.1.8.1520~0.968 HM445979.1.1.1495~0.966 HQ808158.1.1.1450~0.964 HQ782430.1.1.1450~0.964 HQ767213.1.1.1451~0.964 ,turn-check disabled
RRZT011043915.1_11-478(-),0,0,,98,2020-12-10 20:48:45,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;,EU857628.1.1.1449~0.989 KJ955699.1.1.1303~0.989 AY454773.1.1.1068~0.989 FJ685733.1.1.1448~0.989 JQ245652.1.1.1337~0.989 FR733661.1.1.1473~0.989 CP009520.1.44569.45979~0.989 CP009520.1.1728645.1730055~0.989 EF112192.1.1.1008~0.989 CP009524.1.45029.46439~0.989 ,turn-check disabled
RRZT010413726.1_3858-4508(-),0,0,,99,2020-12-10 20:48:45,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;,KR184192.2.1.1511~0.962 FR733712.1.1.1504~0.960 EF632904.1.1.1505~0.955 AJ009505.1.1.1510~0.955 KC555028.1.1.3032~0.954 LT985188.1.1731857.1733359~0.954 LT629749.1.3953802.3955326~0.954 LT629749.1.1460332.1461856~0.954 KC554210.1.1.1511~0.952 JQ396623.1.1.1525~0.952 ,turn-check disabled
RRZT012155215.1_1932-2531(-),0,0,,98,2020-12-10 20:48:45,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;,DQ647928.1.1.1467~0.982 CP011158.1.21968.23504~0.982 CP011158.1.1694856.1696392~0.982 CP011158.1.449612.451148~0.982 CP011158.1.137186.138722~0.982 HM152563.1.1.1502~0.977 CP002005.1.315691.317208~0.977 CP008804.1.131858.133375~0.977 CP008804.1.510667.512184~0.977 CP007669.1.368319.369836~0.977 ,turn-check disabled
RRZT011542307.1_390-1072(+),0,0,,98,2020-12-10 20:48:45,Bacteria;Patescibacteria;Gracilibacteria;,LC276049.1.1.1403~0.903 KC290403.1.1.1470~0.902 DQ113698.1.1.1347~0.899 JQ215599.1.1.1344~0.897 JQ208624.1.1.1343~0.894 FJ959979.1.1.1347~0.894 JX294354.1.1.1467~0.894 JN713458.1.1.1433~0.894 HG917479.1.1.1428~0.893 JN713562.1.1.1538~0.893 ,turn-check disabled
RRZT010147626.1_8-590(-),0,0,,99,2020-12-10 20:48:45,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;,CP001739.1.163539.165040~0.998 CP001739.1.3106539.3108040~0.998 CP001739.1.4405116.4406617~0.998 CP001739.1.3338356.3339857~0.998 M58678.2.1.1514~0.993 EF608534.1.1.1430~0.962 JQ204590.1.1.1334~0.936 JQ204970.1.1.1322~0.935 JN713461.1.1.1468~0.935 JN032812.1.1.1440~0.931 ,turn-check disabled
RRZT010831215.1_57-586(-),0,0,,98,2020-12-10 20:48:45,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,AB506310.1.1.1529~0.996 EU037356.2.1.1532~0.996 KC161901.1.1.1224~0.996 CP026616.1.1997903.1999486~0.996 LC270197.1.1.1404~0.996 AY907753.1.1.1496~0.994 FR853438.1.1.1501~0.994 AY907742.1.1.1495~0.994 HQ180191.1.1.1391~0.994 APPY01000064.1.105878.107403~0.994 ,turn-check disabled
RRZT012539721.1_15-665(-),0,0,,97,2020-12-10 20:48:45,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] fissicatena group;,FR749945.1.1.1521~0.968 MS821754.1.1.1508~0.958 FR749935.1.1.1522~0.958 EU980608.1.1.1520~0.958 GU985201.1.1.1526~0.957 FR749937.1.1.1523~0.957 FR749938.1.1.1523~0.957 FR749936.1.1.1524~0.957 AB969502.1.1.1515~0.955 AZJE01000019.1.81382.82902~0.955 ,turn-check disabled
RRZT010473775.1_6-649(+),0,0,,99,2020-12-10 20:48:45,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;,JQ815609.1.1.1500~0.961 JQ815605.1.1.1496~0.960 AJ488070.1.1.1521~0.950 KJ206732.1.1.1487~0.944 FJ375407.1.1.1637~0.942 MNZK01000032.1.2932.4467~0.941 CP002345.1.1438824.1440339~0.938 CP002345.1.2295277.2296792~0.938 CP002345.1.191924.193439~0.930 AP018040.2.3432253.3433788~0.928 ,turn-check disabled
RRZT010802399.1_2-742(+),0,0,,89,2020-12-10 20:48:45,Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;,CP013476.1.575138.576663~0.886 CP013476.1.2122235.2123759~0.886 CP013476.1.1812947.1814471~0.886 CP013476.1.1536161.1537685~0.886 CP013476.1.1317216.1318740~0.886 CP013476.1.1301967.1303491~0.886 CP013476.1.1296696.1298220~0.886 CP013476.1.1126678.1128202~0.886 CP013476.1.1121408.1122932~0.886 CP013476.1.956775.958299~0.886 ,turn-check disabled
RRZT010419439.1_0-676(-),0,0,,99,2020-12-10 20:48:45,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Propionivibrio;,CU927115.1.1.1361~0.964 LK392828.1.1.1409~0.964 KJ807932.1.1.1504~0.963 LK392836.1.1.1411~0.963 CU926503.1.1.1360~0.962 AF016690.1.1.1485~0.960 EF589969.2.1.1392~0.959 AB200298.1.1.1501~0.957 FQ658990.1.1.1359~0.957 CU927348.1.1.1362~0.957 ,turn-check disabled
RRZT010015801.1_65-691(-),0,4,,99,2020-12-10 20:48:45,Bacteria;Patescibacteria;Gracilibacteria;,KC290403.1.1.1470~0.942 LC276049.1.1.1403~0.927 CP017714.1.888196.889675~0.869 CP017714.1.1179666.1181145~0.869 FPLP01004040.1.16.1473~0.864 JN981903.1.1.1498~0.863 LLEL01000060.1.3442.4908~0.859 LLEJ01000508.1.113.1581~0.859 FPLP01009562.1.1.1377~0.859 ASND01000028.1.18390.19846~0.856 ,turn-check disabled
RRZT011725980.1_61-589(+),0,0,,98,2020-12-10 20:48:46,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;,EU662636.1.1.1511~0.987 HQ738452.1.1.1430~0.987 FPLP01011680.1.8.1529~0.987 GU356341.1.1.1408~0.985 JN035218.1.1.1452~0.985 JF808900.1.1.1502~0.981 DQ816298.1.1.1437~0.981 DQ816345.1.1.1447~0.981 DQ816374.1.1.1453~0.981 DQ816718.1.1.1460~0.981 ,turn-check disabled
RRZT012369969.1_1-468(+),0,0,,98,2020-12-10 20:48:46,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;,FR733661.1.1.1473~0.976 CP000099.1.4677310.4678787~0.976 CP000099.1.2196021.2197498~0.976 AF028692.1.1.1478~0.974 CP000099.1.1141481.1142958~0.972 CP008746.1.1821254.1822755~0.972 CP008746.1.42906.44407~0.972 CP009504.1.1201123.1202601~0.970 CP009503.1.1300861.1302339~0.970 CP009504.1.3095322.3096800~0.970 ,turn-check disabled
RRZT012455033.1_11-630(-),0,0,,93,2020-12-10 20:48:46,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;,GQ267929.1.1.1488~0.956 AB680073.1.1.1489~0.955 GU366034.1.1.1236~0.953 AB681888.1.1.1489~0.953 AB680027.1.1.1489~0.953 CP022988.1.37820.39391~0.953 CP022988.1.2084009.2085580~0.953 LS991409.1.741198.742709~0.953 CP021136.1.595870.597441~0.953 CP018216.1.1591564.1593135~0.953 ,turn-check disabled
RRZT012079440.1_993-1658(+),0,0,,97,2020-12-10 20:48:46,Bacteria;Actinobacteriota;Actinobacteria;,FPLM01008032.1.1.1508~0.956 FPLM01007835.1.18.1285~0.949 KC179054.1.1.1500~0.940 FPLM01003674.1.1.1254~0.940 FPLP01012541.1.15.1441~0.937 FPLM01003001.1.1.1267~0.929 LN573366.1.1.1355~0.911 LN560531.1.1.1358~0.911 AM747814.1.1.1460~0.911 KF250088.1.1.1448~0.910 ,turn-check disabled
RRZT011478135.1_5309-6227(-),0,0,,95,2020-12-10 20:48:46,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;,GU138662.1.20427.21937~0.836 LGTT01000265.1.3049.4535~0.826 AATU01012341.1.11185.12673~0.826 LGTR01000136.1.23908.25394~0.822 LGSL01000305.1.21993.23480~0.819 LGSO01000254.1.324.1809~0.818 AP014838.1.22012.23512~0.817 MIQA02014120.1.1880.3365~0.812 KY885002.1.4981.6548~0.812 LGSK01000278.1.37288.38733~0.770 ,turn-check disabled
RRZT010023780.1_1-590(+),0,0,,93,2020-12-10 20:48:46,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;,CP023392.1.834504.836065~0.949 CP023392.1.1056574.1058135~0.949 CP023392.1.1717009.1718570~0.949 CP023392.1.1185904.1187464~0.947 FPLP01005615.1.17.1552~0.937 LN774769.1.30625.32168~0.935 LN774769.1.1706682.1708225~0.935 LN774769.1.287890.289433~0.935 LN774769.1.2310468.2312011~0.935 JX841327.1.1.1541~0.934 ,turn-check disabled
RRZT010620742.1_1407-1991(-),0,0,,99,2020-12-10 20:48:46,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;,LC028632.1.1.1506~0.962 AF395433.1.1.1535~0.954 AB969399.1.1.1506~0.954 DQ852338.1.1.1516~0.954 CP010521.1.3499787.3501300~0.952 CP010520.1.3499786.3501299~0.952 X68173.1.1.1513~0.952 X68171.1.1.1515~0.952 CP006903.1.2486925.2488424~0.952 CP006903.1.2390737.2392236~0.952 ,turn-check disabled
RRZT010859280.1_11-608(-),0,0,,100,2020-12-10 20:48:46,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;,CEBY01043209.1.9650.11156~1.000 CEAL01000984.1.1.1467~0.997 AJ518872.1.1.1414~0.995 HQ769410.1.1.1448~0.993 HQ772582.1.1.1462~0.993 DQ441256.1.1.1313~0.993 DQ798086.1.1.1394~0.993 DQ793625.1.1.1397~0.993 HQ763227.1.1.1435~0.993 ARFY01000032.1.606843.608350~0.993 ,turn-check disabled
RRZT011230046.1_1231-1851(-),0,0,,99,2020-12-10 20:48:46,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;,HQ343221.1.1.1496~0.947 DQ499306.1.1.1424~0.923 JN868868.1.1.1493~0.918 JQ427566.1.1.1424~0.916 GQ480099.1.1.1461~0.910 EU861950.1.1.1438~0.905 KC329610.1.1.1434~0.905 KJ807889.1.1.1436~0.903 JQ712941.1.1.1432~0.903 FJ542918.1.1.1432~0.902 ,turn-check disabled
RRZT010810540.1_705-1180(+),0,0,,100,2020-12-10 20:48:46,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,HQ794424.1.1.1454~1.000 AJ534674.1.1.1458~1.000 JF344342.1.1.1496~1.000 FJ192481.1.1.1513~1.000 GU356190.1.1.1378~1.000 GU356373.1.1.1399~1.000 GU356376.1.1.1402~1.000 GU356086.1.1.1404~1.000 GU356389.1.1.1404~1.000 GU356279.1.1.1405~1.000 ,turn-check disabled
RRZT010628036.1_4-674(-),0,0,,94,2020-12-10 20:48:46,Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;uncultured;,KJ476620.1.1.1422~0.903 EU662592.1.1.1473~0.901 EU662433.1.1.1476~0.901 DQ295697.1.1.1443~0.900 AB030590.1.1.1457~0.899 AB248647.1.1.1440~0.899 AB030591.1.1.1430~0.897 DQ295695.1.1.1466~0.897 GQ354914.1.1.1479~0.897 AB240464.1.1.1479~0.897 ,turn-check disabled
RRZT012774627.1_0-520(+),0,0,,100,2020-12-10 20:48:46,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;,CP000605.1.183738.185263~1.000 AP014658.1.2197699.2199227~1.000 AP014658.1.1986111.1987639~1.000 AP014658.1.1453189.1454717~1.000 AP014658.1.2191517.2193045~1.000 LN824140.1.1855662.1857158~1.000 LN824140.1.1113384.1114879~1.000 M58739.2.1.1476~1.000 AP010888.1.1538329.1539857~1.000 AP010888.1.2082551.2084079~1.000 ,turn-check disabled
RRZT010833605.1_37-625(-),0,0,,96,2020-12-10 20:48:47,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;,GU208330.1.1.1441~0.981 HQ760003.1.1.1446~0.981 HQ816585.1.1.1450~0.981 HQ798061.1.1.1451~0.981 HQ774595.1.1.1451~0.981 HQ804724.1.1.1463~0.981 EF655669.1.1.1533~0.981 AM183014.1.1.1441~0.981 HE582567.1.1.1488~0.981 HE582451.1.1.1498~0.981 ,turn-check disabled
RRZT011980398.1_12-614(+),0,0,,97,2020-12-10 20:48:47,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;,AY167967.1.1.1525~0.917 FLQT01000003.1.46.1553~0.915 FLQT01000003.1.189534.191041~0.915 FPLH01000015.1.568713.570215~0.914 JN685473.1.1.1275~0.912 FR749955.1.1.1520~0.910 JN685469.1.1.1528~0.907 FR749956.1.1.1518~0.907 HM596293.1.1.1499~0.907 CYUK01000002.1.79.1581~0.907 ,turn-check disabled
RRZT010724080.1_3-582(-),0,0,,95,2020-12-10 20:48:47,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;,KF073351.1.1.1353~0.941 JN867425.1.1.1481~0.938 AM930345.1.1.1473~0.936 JF920361.1.1.1333~0.936 EU775640.1.1.1374~0.934 AM183029.1.1.1439~0.933 DQ796564.1.1.1377~0.933 JF920355.1.1.1333~0.933 JF920358.1.1.1333~0.933 EU775599.1.1.1385~0.933 ,turn-check disabled
RRZT012232807.1_391-1029(-),0,0,,80,2020-12-10 20:48:47,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;,AB506315.1.1.1513~0.829 AB185671.1.1.1515~0.823 AB494742.1.1.1557~0.821 AB559618.1.1.1515~0.821 AB185622.1.1.1517~0.818 AB506139.1.1.1558~0.818 AB821704.1.1.1514~0.818 AY854312.1.1.1553~0.818 DQ394598.1.1.1562~0.817 DQ394661.1.1.1545~0.817 ,turn-check disabled
RRZT013074039.1_97-689(-),0,0,,92,2020-12-10 20:48:47,Bacteria;Proteobacteria;Alphaproteobacteria;,HM447687.1.1.1448~0.877 FJ889303.1.1.1450~0.877 KC682979.1.1.1480~0.877 JQ711704.1.1.1475~0.875 JN868965.1.1.1488~0.875 CP003789.1.1466094.1467600~0.875 CP010522.1.1123637.1125126~0.875 CP010522.1.367729.369218~0.875 CP003789.1.1069942.1071447~0.875 CP003789.1.326080.327586~0.875 ,turn-check disabled
RRZT010661906.1_361-937(+),0,0,,99,2020-12-10 20:48:47,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;,FJ535052.1.1.1478~0.984 HE576075.1.1.1458~0.984 AB363973.1.1.1415~0.984 AB547643.1.1.1486~0.984 CU917861.1.1.1353~0.983 EU887979.1.1.1384~0.983 AY217430.1.1.1413~0.983 CR933268.1.1.1287~0.981 JN245811.1.1.1417~0.981 LK392771.1.1.1391~0.979 ,turn-check disabled
RRZT010865165.1_41-637(-),0,0,,89,2020-12-10 20:48:47,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;,KF098316.1.1.1357~0.913 EU939718.1.1.1424~0.901 HF558370.1.1.1503~0.898 AF005187.1.1.1446~0.898 KF101457.1.1.1354~0.896 KF100923.1.1.1362~0.896 AB087260.2.1.1268~0.896 AY057116.1.1.1496~0.896 KR091838.1.1.1448~0.896 JF149893.1.1.1357~0.894 ,turn-check disabled
RRZT010969881.1_8-477(-),0,0,,99,2020-12-10 20:48:47,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,JX559247.1.1.1500~0.996 LLEM01001052.1.299.1827~0.996 JX997895.1.1.1448~0.996 JX997896.1.1.1451~0.996 EU620679.2.1.1508~0.996 JX101990.1.1.1510~0.994 JX898139.1.1.1539~0.994 KJ454020.1.1.1529~0.994 JN256092.1.1.1509~0.994 FJ825563.1.1.1406~0.994 ,turn-check disabled
RRZT010424432.1_1-569(+),0,0,,97,2020-12-10 20:48:47,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Tissierella;,KF798123.1.1.1525~0.928 KF798132.1.1.1525~0.926 X80841.1.1.1521~0.919 X77848.1.1.1423~0.919 FR749955.1.1.1520~0.919 FR749956.1.1.1518~0.915 FWDK01000005.1.5.1516~0.914 JN685473.1.1.1275~0.910 JN685469.1.1.1528~0.907 AY466712.1.1.1518~0.905 ,turn-check disabled
RRZT010569490.1_34-513(-),0,0,,99,2020-12-10 20:48:47,Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured;,FJ232651.1.1.1343~0.996 AY266448.1.1.1340~0.983 FPLP01003819.1.15.1522~0.981 FPLP01002269.1.1.1442~0.979 FPLM01002355.1.1.1485~0.979 FJ828506.1.1.1345~0.979 KP985673.1.1.1463~0.975 JN869043.1.1.1518~0.973 FJ232654.1.1.1345~0.973 DQ444404.1.1.1328~0.969 ,turn-check disabled
RRZT010672770.1_0-497(+),0,0,,91,2020-12-10 20:48:47,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Aquaspirillaceae;Rivicola;,FPLP01004885.1.15.1532~0.924 JN104394.1.1.1424~0.924 JN609336.1.1.1497~0.922 CP019509.1.2668221.2669768~0.922 CP019509.1.3440907.3442454~0.922 CP019509.1.2141193.2142740~0.922 CP019509.1.2471655.2473202~0.922 CP019509.1.426712.428259~0.922 KM598238.1.1.1453~0.922 AB680709.1.1.1461~0.922 ,turn-check disabled
RRZT010914836.1_34-507(-),0,0,,95,2020-12-10 20:48:47,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia;,HM996806.1.1.1404~0.934 HM844045.1.1.1303~0.934 HM274186.1.1.1303~0.934 FPLS01008515.1.1.1237~0.934 FPLL01006832.1.1.1244~0.934 GU731274.1.1.1338~0.934 GU731266.1.1.1363~0.934 HM844044.1.1.1303~0.932 LN568181.1.1.1316~0.932 FR691412.1.1.1434~0.932 ,turn-check disabled
RRZT011652296.1_38-562(-),0,0,,99,2020-12-10 20:48:47,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;,AY148470.1.1.1523~0.998 DI161336.1.2.1434~0.996 JX986965.1.1.1451~0.996 GU361834.1.1.1483~0.996 CP004346.1.2223020.2224555~0.994 CP004346.1.1371650.1373185~0.994 CP004346.1.2108342.2109877~0.994 CP004346.1.1982393.1983928~0.994 AUFI01000004.1.11.1521~0.994 MG965915.1.1.1417~0.994 ,turn-check disabled
RRZT012165972.1_2-587(-),0,0,,99,2020-12-10 20:48:47,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;,EU465338.1.1.1364~0.998 KP233278.1.1.1431~0.998 EU458534.1.1.1348~0.995 FJ978491.1.1.1384~0.995 FJ509881.1.1.1349~0.995 FJ509863.1.1.1350~0.995 FJ509880.1.1.1350~0.995 EU776604.1.1.1357~0.995 EU458495.1.1.1367~0.995 AB558489.1.1.1466~0.995 ,turn-check disabled
RRZT012044233.1_2316-2788(+),0,0,,99,2020-12-10 20:48:47,Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;,KF020725.1.1.1480~0.994 X95180.1.1.1454~0.994 DQ831531.1.1.1513~0.992 KP962302.1.1.1397~0.992 JQ815615.1.1.1525~0.989 AB189697.1.1.1377~0.985 KC333935.1.1.1519~0.981 AY160859.1.1.1329~0.979 GQ136731.1.1.1422~0.979 EF442993.1.1.1422~0.979 ,turn-check disabled
RRZT011224694.1_5477-5944(+),0,0,,99,2020-12-10 20:48:48,Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;,FJ682270.1.1.1370~0.991 FJ684556.1.1.1370~0.989 HQ781221.1.1.1421~0.989 DQ802477.1.1.1386~0.987 EF403035.1.1.1474~0.983 DQ905363.1.1.1479~0.983 HQ748737.1.1.1426~0.983 DQ824868.1.1.1394~0.983 DQ824907.1.1.1394~0.983 EU768164.1.1.1337~0.983 ,turn-check disabled
RRZT011389050.1_30-502(-),0,0,,99,2020-12-10 20:48:48,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;,HQ797421.1.1.1448~0.994 JF231745.1.1.1355~0.985 EU499677.1.1.1424~0.985 MH518196.1.1.1438~0.985 HQ130446.1.1.1444~0.985 JF496553.1.1.1447~0.985 AJ550856.1.1.1484~0.985 HQ860665.1.1.1449~0.983 HM332279.1.1.1355~0.983 JF233133.1.1.1354~0.983 ,turn-check disabled
RRZT011608728.1_0-539(+),0,0,,95,2020-12-10 20:48:48,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;,HQ795239.1.1.1450~0.892 DQ810138.1.1.1391~0.892 DQ802805.1.1.1392~0.892 EU467701.1.1.1254~0.891 KR514485.1.1.1444~0.889 HQ772850.1.1.1451~0.887 HQ789850.1.1.1438~0.887 HQ778391.1.1.1438~0.887 HQ771671.1.1.1442~0.887 HQ786823.1.1.1444~0.887 ,turn-check disabled
RRZT012915126.1_55-526(-),0,0,,99,2020-12-10 20:48:48,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;,JX221784.1.1.1496~0.962 KC337237.1.1.1422~0.962 AB630815.1.1.1457~0.960 GU389907.1.1.1303~0.960 DQ339708.1.1.1438~0.955 HM141906.1.1.1497~0.955 LK392676.1.1.1262~0.955 JF175472.1.1.1354~0.955 FPLM01007717.1.9.1510~0.955 EU778812.1.1.1386~0.953 ,turn-check disabled
RRZT010817054.1_31-504(-),0,0,,99,2020-12-10 20:48:48,Bacteria;Proteobacteria;Gammaproteobacteria;,LM621958.1.1.1361~0.992 KP645401.1.1.1373~0.975 GQ416550.1.1.1465~0.973 KX035422.1.1.1516~0.973 GQ416561.1.1.1463~0.970 GQ417032.1.1.1463~0.970 GQ416526.1.1.1465~0.970 GQ167172.1.1.1497~0.970 KT799654.1.1.1476~0.970 HQ143332.1.1.1507~0.970 ,turn-check disabled
RRZT010506598.1_429-900(+),0,0,,99,2020-12-10 20:48:48,Bacteria;Firmicutes;Bacilli;RF39;,EU762830.1.1.1396~0.968 AJWZ01008267.1.13415.14982~0.966 FJ371819.1.1.1400~0.960 JQ216617.1.1.1395~0.951 JQ189411.1.1.1395~0.945 FJ367157.1.1.1402~0.945 JQ188353.1.1.1400~0.945 JQ188668.1.1.1400~0.945 KR068270.1.1.1555~0.943 AY985382.1.1.1398~0.943 ,turn-check disabled
RRZT011707882.1_15-511(-),0,0,,95,2020-12-10 20:48:48,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;uncultured;,LK392926.1.1.1409~0.927 FPLP01011232.1.33.1551~0.883 FPLP01007826.1.19.1536~0.877 KC357930.1.1.1277~0.873 FPLP01004593.1.17.1533~0.873 FPLP01010998.1.2.1460~0.873 JN697815.1.1.1363~0.865 FPLM01007445.1.11.1529~0.865 FPLP01011417.1.16.1484~0.865 FPLP01002797.1.20.1537~0.865 ,turn-check disabled
RRZT010475725.1_1989-2507(+),0,0,,99,2020-12-10 20:48:48,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Aquaspirillaceae;Laribacter;,JX393046.1.1.1398~0.998 JX393023.1.1.1437~0.998 JX393027.1.1.1456~0.998 AF449219.1.1.1358~0.998 JX392988.1.1.1442~0.998 JX393048.1.1.1445~0.998 JX392987.1.1.1446~0.998 AF389085.1.1.1459~0.998 CP022115.1.3422614.3424158~0.998 CP022115.1.2319510.2321054~0.998 ,turn-check disabled
RRZT010758196.1_15-484(-),0,0,,97,2020-12-10 20:48:48,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;,HQ804110.1.1.1446~0.985 HQ766508.1.1.1462~0.985 HQ762992.1.1.1440~0.985 HQ807800.1.1.1445~0.985 DQ905780.2.1.1527~0.985 DQ807535.1.1.1286~0.985 DQ794709.1.1.1288~0.985 DQ794827.1.1.1288~0.985 DQ801225.1.1.1339~0.985 DQ801594.1.1.1343~0.985 ,turn-check disabled
RRZT010935104.1_7-496(+),0,0,,99,2020-12-10 20:48:48,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,APON01000041.1.73481.75006~0.998 APON01000045.1.54321.55846~0.998 APON01000005.1.3440.4965~0.998 HE651920.1.1.1530~0.998 APON01000046.1.1724.3249~0.998 APON01000041.1.1269.2794~0.998 APON01000040.1.14372.15897~0.998 CP031011.1.799988.801528~0.998 CP031011.1.1644522.1646058~0.998 CP031011.1.1510261.1511801~0.998 ,turn-check disabled
RRZT013023794.1_9-484(-),0,0,,95,2020-12-10 20:48:48,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;,GQ135911.1.1.1373~0.924 AM183101.1.1.1437~0.907 M59102.1.1.1460~0.905 FJ680214.1.1.1384~0.903 KT225499.1.1.1476~0.903 DQ800034.1.1.1383~0.903 AJ276992.1.1.1437~0.903 MF522262.1.1.1383~0.903 X77834.1.1.1422~0.903 CP013239.1.3783282.3784782~0.903 ,turn-check disabled
